simulacao,coluna,teste,onde,resultado
2,systolic_bp,shapiro,amostra_3,False
2,cholesterol_total,shapiro,amostra_1,False
2,cholesterol_total,shapiro,amostra_2,False
2,cholesterol_total,shapiro,amostra_3,False
2,mmse,shapiro,amostra_1,False
2,mmse,shapiro,amostra_2,False
2,mmse,shapiro,amostra_3,False
2,adl,shapiro,amostra_1,False
2,adl,shapiro,amostra_2,False
2,adl,shapiro,amostra_3,False
2,age,kruskal,amostra_1_vs_amostra_2,True
2,age,kruskal,amostra_1_vs_amostra_3,True
2,age,kruskal,amostra_2_vs_amostra_3,True
2,bmi,kruskal,amostra_1_vs_amostra_2,True
2,bmi,kruskal,amostra_1_vs_amostra_3,True
2,bmi,kruskal,amostra_2_vs_amostra_3,True
2,systolic_bp,kruskal,amostra_1_vs_amostra_2,True
2,systolic_bp,kruskal,amostra_1_vs_amostra_3,True
2,systolic_bp,kruskal,amostra_2_vs_amostra_3,True
2,cholesterol_total,kruskal,amostra_1_vs_amostra_2,True
2,cholesterol_total,kruskal,amostra_1_vs_amostra_3,True
2,cholesterol_total,kruskal,amostra_2_vs_amostra_3,True
2,mmse,kruskal,amostra_1_vs_amostra_2,True
2,mmse,kruskal,amostra_1_vs_amostra_3,True
2,mmse,kruskal,amostra_2_vs_amostra_3,True
2,adl,kruskal,amostra_1_vs_amostra_2,True
2,adl,kruskal,amostra_1_vs_amostra_3,True
2,adl,kruskal,amostra_2_vs_amostra_3,True
2,age,pearson,amostra_1,"[0, 1, 1, 1, 1, 1]"
2,age,pearson,amostra_2,"[0, 1, 1, 1, 1, 1]"
2,age,pearson,amostra_3,"[0, 1, 1, 1, 1, 1]"
2,bmi,pearson,amostra_1,"[1, 0, 0, 1, 1, 1]"
2,bmi,pearson,amostra_2,"[1, 0, 1, 1, 1, 1]"
2,bmi,pearson,amostra_3,"[1, 0, 1, 1, 1, 1]"
2,systolic_bp,pearson,amostra_1,"[1, 0, 0, 1, 1, 1]"
2,systolic_bp,pearson,amostra_2,"[1, 1, 0, 1, 1, 1]"
2,systolic_bp,pearson,amostra_3,"[1, 1, 0, 1, 1, 1]"
2,cholesterol_total,pearson,amostra_1,"[1, 1, 1, 0, 1, 1]"
2,cholesterol_total,pearson,amostra_2,"[1, 1, 1, 0, 1, 1]"
2,cholesterol_total,pearson,amostra_3,"[1, 1, 1, 0, 1, 1]"
2,mmse,pearson,amostra_1,"[1, 1, 1, 1, 0, 1]"
2,mmse,pearson,amostra_2,"[1, 1, 1, 1, 0, 1]"
2,mmse,pearson,amostra_3,"[1, 1, 1, 1, 0, 1]"
2,adl,pearson,amostra_1,"[1, 1, 1, 1, 1, 0]"
2,adl,pearson,amostra_2,"[1, 1, 1, 1, 1, 0]"
2,adl,pearson,amostra_3,"[1, 1, 1, 1, 1, 0]"
2,age,shapiro,validacao,False
2,bmi,shapiro,validacao,False
2,systolic_bp,shapiro,validacao,False
2,cholesterol_total,shapiro,validacao,False
2,mmse,shapiro,validacao,False
2,adl,shapiro,validacao,False
2,age,kruskal,validacao_vs_amostra_1,False
2,age,kruskal,validacao_vs_amostra_2,True
2,age,kruskal,validacao_vs_amostra_3,True
2,bmi,kruskal,validacao_vs_amostra_1,False
2,bmi,kruskal,validacao_vs_amostra_2,True
2,bmi,kruskal,validacao_vs_amostra_3,True
2,systolic_bp,kruskal,validacao_vs_amostra_1,True
2,systolic_bp,kruskal,validacao_vs_amostra_2,True
2,systolic_bp,kruskal,validacao_vs_amostra_3,True
2,cholesterol_total,kruskal,validacao_vs_amostra_1,True
2,cholesterol_total,kruskal,validacao_vs_amostra_2,True
2,cholesterol_total,kruskal,validacao_vs_amostra_3,True
2,mmse,kruskal,validacao_vs_amostra_1,True
2,mmse,kruskal,validacao_vs_amostra_2,True
2,mmse,kruskal,validacao_vs_amostra_3,True
2,adl,kruskal,validacao_vs_amostra_1,True
2,adl,kruskal,validacao_vs_amostra_2,True
2,adl,kruskal,validacao_vs_amostra_3,True
2,age,pearson,validacao,"[0, 1, 1, 1, 1, 1]"
2,bmi,pearson,validacao,"[1, 0, 1, 1, 1, 1]"
2,systolic_bp,pearson,validacao,"[1, 1, 0, 1, 1, 1]"
2,cholesterol_total,pearson,validacao,"[1, 1, 1, 0, 1, 1]"
2,mmse,pearson,validacao,"[1, 1, 1, 1, 0, 1]"
2,adl,pearson,validacao,"[1, 1, 1, 1, 1, 0]"
3,age,shapiro,amostra_1,False
3,age,shapiro,amostra_2,False
3,age,shapiro,amostra_3,False
3,bmi,shapiro,amostra_1,False
3,bmi,shapiro,amostra_2,False
3,bmi,shapiro,amostra_3,False
3,systolic_bp,shapiro,amostra_1,False
3,systolic_bp,shapiro,amostra_2,False
3,systolic_bp,shapiro,amostra_3,False
3,cholesterol_total,shapiro,amostra_1,False
3,cholesterol_total,shapiro,amostra_2,False
3,cholesterol_total,shapiro,amostra_3,False
3,mmse,shapiro,amostra_1,False
3,mmse,shapiro,amostra_2,False
3,mmse,shapiro,amostra_3,False
3,adl,shapiro,amostra_1,False
3,adl,shapiro,amostra_2,False
3,adl,shapiro,amostra_3,False
3,age,kruskal,amostra_1_vs_amostra_2,True
3,age,kruskal,amostra_1_vs_amostra_3,True
3,age,kruskal,amostra_2_vs_amostra_3,True
3,bmi,kruskal,amostra_1_vs_amostra_2,True
3,bmi,kruskal,amostra_1_vs_amostra_3,True
3,bmi,kruskal,amostra_2_vs_amostra_3,True
3,systolic_bp,kruskal,amostra_1_vs_amostra_2,True
3,systolic_bp,kruskal,amostra_1_vs_amostra_3,True
3,systolic_bp,kruskal,amostra_2_vs_amostra_3,True
3,cholesterol_total,kruskal,amostra_1_vs_amostra_2,True
3,cholesterol_total,kruskal,amostra_1_vs_amostra_3,True
3,cholesterol_total,kruskal,amostra_2_vs_amostra_3,True
3,mmse,kruskal,amostra_1_vs_amostra_2,True
3,mmse,kruskal,amostra_1_vs_amostra_3,True
3,mmse,kruskal,amostra_2_vs_amostra_3,True
3,adl,kruskal,amostra_1_vs_amostra_2,True
3,adl,kruskal,amostra_1_vs_amostra_3,True
3,adl,kruskal,amostra_2_vs_amostra_3,True
3,age,pearson,amostra_1,"[0, 1, 1, 1, 1, 1]"
3,age,pearson,amostra_2,"[0, 1, 1, 1, 1, 1]"
3,age,pearson,amostra_3,"[0, 1, 1, 1, 1, 1]"
3,bmi,pearson,amostra_1,"[1, 0, 1, 1, 1, 1]"
3,bmi,pearson,amostra_2,"[1, 0, 1, 1, 1, 1]"
3,bmi,pearson,amostra_3,"[1, 0, 1, 1, 1, 1]"
3,systolic_bp,pearson,amostra_1,"[1, 1, 0, 1, 1, 1]"
3,systolic_bp,pearson,amostra_2,"[1, 1, 0, 1, 1, 1]"
3,systolic_bp,pearson,amostra_3,"[1, 1, 0, 1, 1, 1]"
3,cholesterol_total,pearson,amostra_1,"[1, 1, 1, 0, 1, 1]"
3,cholesterol_total,pearson,amostra_2,"[1, 1, 1, 0, 1, 1]"
3,cholesterol_total,pearson,amostra_3,"[1, 1, 1, 0, 1, 1]"
3,mmse,pearson,amostra_1,"[1, 1, 1, 1, 0, 1]"
3,mmse,pearson,amostra_2,"[1, 1, 1, 1, 0, 0]"
3,mmse,pearson,amostra_3,"[1, 1, 1, 1, 0, 1]"
3,adl,pearson,amostra_1,"[1, 1, 1, 1, 1, 0]"
3,adl,pearson,amostra_2,"[1, 1, 1, 1, 0, 0]"
3,adl,pearson,amostra_3,"[1, 1, 1, 1, 1, 0]"
3,age,shapiro,validacao,False
3,bmi,shapiro,validacao,False
3,systolic_bp,shapiro,validacao,False
3,cholesterol_total,shapiro,validacao,False
3,mmse,shapiro,validacao,False
3,adl,shapiro,validacao,False
3,age,kruskal,validacao_vs_amostra_1,True
3,age,kruskal,validacao_vs_amostra_2,True
3,age,kruskal,validacao_vs_amostra_3,True
3,bmi,kruskal,validacao_vs_amostra_1,True
3,bmi,kruskal,validacao_vs_amostra_2,True
3,bmi,kruskal,validacao_vs_amostra_3,True
3,systolic_bp,kruskal,validacao_vs_amostra_1,True
3,systolic_bp,kruskal,validacao_vs_amostra_2,True
3,systolic_bp,kruskal,validacao_vs_amostra_3,True
3,cholesterol_total,kruskal,validacao_vs_amostra_1,True
3,cholesterol_total,kruskal,validacao_vs_amostra_2,True
3,cholesterol_total,kruskal,validacao_vs_amostra_3,True
3,mmse,kruskal,validacao_vs_amostra_1,False
3,mmse,kruskal,validacao_vs_amostra_2,False
3,mmse,kruskal,validacao_vs_amostra_3,False
3,adl,kruskal,validacao_vs_amostra_1,True
3,adl,kruskal,validacao_vs_amostra_2,True
3,adl,kruskal,validacao_vs_amostra_3,True
3,age,pearson,validacao,"[0, 1, 1, 1, 1, 1]"
3,bmi,pearson,validacao,"[1, 0, 1, 1, 1, 1]"
3,systolic_bp,pearson,validacao,"[1, 1, 0, 1, 1, 1]"
3,cholesterol_total,pearson,validacao,"[1, 1, 1, 0, 1, 1]"
3,mmse,pearson,validacao,"[1, 1, 1, 1, 0, 1]"
3,adl,pearson,validacao,"[1, 1, 1, 1, 1, 0]"
4,age,shapiro,amostra_1,False
4,age,shapiro,amostra_2,False
4,age,shapiro,amostra_3,False
4,bmi,shapiro,amostra_1,False
4,bmi,shapiro,amostra_2,False
4,bmi,shapiro,amostra_3,False
4,systolic_bp,shapiro,amostra_1,False
4,systolic_bp,shapiro,amostra_2,False
4,systolic_bp,shapiro,amostra_3,False
4,cholesterol_total,shapiro,amostra_1,False
4,cholesterol_total,shapiro,amostra_2,False
4,cholesterol_total,shapiro,amostra_3,False
4,mmse,shapiro,amostra_1,False
4,mmse,shapiro,amostra_2,False
4,mmse,shapiro,amostra_3,False
4,adl,shapiro,amostra_1,False
4,adl,shapiro,amostra_2,False
4,adl,shapiro,amostra_3,False
4,age,kruskal,amostra_1_vs_amostra_2,True
4,age,kruskal,amostra_1_vs_amostra_3,True
4,age,kruskal,amostra_2_vs_amostra_3,True
4,bmi,kruskal,amostra_1_vs_amostra_2,True
4,bmi,kruskal,amostra_1_vs_amostra_3,True
4,bmi,kruskal,amostra_2_vs_amostra_3,True
4,systolic_bp,kruskal,amostra_1_vs_amostra_2,True
4,systolic_bp,kruskal,amostra_1_vs_amostra_3,True
4,systolic_bp,kruskal,amostra_2_vs_amostra_3,True
4,cholesterol_total,kruskal,amostra_1_vs_amostra_2,True
4,cholesterol_total,kruskal,amostra_1_vs_amostra_3,True
4,cholesterol_total,kruskal,amostra_2_vs_amostra_3,True
4,mmse,kruskal,amostra_1_vs_amostra_2,True
4,mmse,kruskal,amostra_1_vs_amostra_3,True
4,mmse,kruskal,amostra_2_vs_amostra_3,True
4,adl,kruskal,amostra_1_vs_amostra_2,True
4,adl,kruskal,amostra_1_vs_amostra_3,True
4,adl,kruskal,amostra_2_vs_amostra_3,True
4,age,pearson,amostra_1,"[0, 1, 1, 1, 1, 1]"
4,age,pearson,amostra_2,"[0, 1, 1, 1, 1, 1]"
4,age,pearson,amostra_3,"[0, 1, 1, 1, 1, 1]"
4,bmi,pearson,amostra_1,"[1, 0, 0, 1, 1, 1]"
4,bmi,pearson,amostra_2,"[1, 0, 1, 1, 1, 1]"
4,bmi,pearson,amostra_3,"[1, 0, 1, 1, 1, 1]"
4,systolic_bp,pearson,amostra_1,"[1, 0, 0, 1, 1, 1]"
4,systolic_bp,pearson,amostra_2,"[1, 1, 0, 1, 1, 1]"
4,systolic_bp,pearson,amostra_3,"[1, 1, 0, 1, 1, 1]"
4,cholesterol_total,pearson,amostra_1,"[1, 1, 1, 0, 1, 1]"
4,cholesterol_total,pearson,amostra_2,"[1, 1, 1, 0, 1, 1]"
4,cholesterol_total,pearson,amostra_3,"[1, 1, 1, 0, 1, 1]"
4,mmse,pearson,amostra_1,"[1, 1, 1, 1, 0, 1]"
4,mmse,pearson,amostra_2,"[1, 1, 1, 1, 0, 1]"
4,mmse,pearson,amostra_3,"[1, 1, 1, 1, 0, 1]"
4,adl,pearson,amostra_1,"[1, 1, 1, 1, 1, 0]"
4,adl,pearson,amostra_2,"[1, 1, 1, 1, 1, 0]"
4,adl,pearson,amostra_3,"[1, 1, 1, 1, 1, 0]"
4,age,shapiro,validacao,False
4,bmi,shapiro,validacao,False
4,systolic_bp,shapiro,validacao,False
4,cholesterol_total,shapiro,validacao,False
4,mmse,shapiro,validacao,False
4,adl,shapiro,validacao,False
4,age,kruskal,validacao_vs_amostra_1,True
4,age,kruskal,validacao_vs_amostra_2,True
4,age,kruskal,validacao_vs_amostra_3,True
4,bmi,kruskal,validacao_vs_amostra_1,True
4,bmi,kruskal,validacao_vs_amostra_2,True
4,bmi,kruskal,validacao_vs_amostra_3,True
4,systolic_bp,kruskal,validacao_vs_amostra_1,True
4,systolic_bp,kruskal,validacao_vs_amostra_2,True
4,systolic_bp,kruskal,validacao_vs_amostra_3,True
4,cholesterol_total,kruskal,validacao_vs_amostra_1,True
4,cholesterol_total,kruskal,validacao_vs_amostra_2,True
4,cholesterol_total,kruskal,validacao_vs_amostra_3,True
4,mmse,kruskal,validacao_vs_amostra_1,True
4,mmse,kruskal,validacao_vs_amostra_2,True
4,mmse,kruskal,validacao_vs_amostra_3,True
4,adl,kruskal,validacao_vs_amostra_1,True
4,adl,kruskal,validacao_vs_amostra_2,True
4,adl,kruskal,validacao_vs_amostra_3,True
4,age,pearson,validacao,"[0, 1, 1, 1, 1, 1]"
4,bmi,pearson,validacao,"[1, 0, 1, 1, 1, 1]"
4,systolic_bp,pearson,validacao,"[1, 1, 0, 1, 1, 1]"
4,cholesterol_total,pearson,validacao,"[1, 1, 1, 0, 1, 1]"
4,mmse,pearson,validacao,"[1, 1, 1, 1, 0, 1]"
4,adl,pearson,validacao,"[1, 1, 1, 1, 1, 0]"
5,age,shapiro,amostra_1,False
5,age,shapiro,amostra_2,False
5,age,shapiro,amostra_3,False
5,bmi,shapiro,amostra_1,False
5,bmi,shapiro,amostra_2,False
5,bmi,shapiro,amostra_3,False
5,systolic_bp,shapiro,amostra_1,False
5,systolic_bp,shapiro,amostra_2,False
5,systolic_bp,shapiro,amostra_3,False
5,cholesterol_total,shapiro,amostra_1,False
5,cholesterol_total,shapiro,amostra_2,False
5,cholesterol_total,shapiro,amostra_3,False
5,mmse,shapiro,amostra_1,False
5,mmse,shapiro,amostra_2,False
5,mmse,shapiro,amostra_3,False
5,adl,shapiro,amostra_1,False
5,adl,shapiro,amostra_2,False
5,adl,shapiro,amostra_3,False
5,age,kruskal,amostra_1_vs_amostra_2,True
5,age,kruskal,amostra_1_vs_amostra_3,True
5,age,kruskal,amostra_2_vs_amostra_3,True
5,bmi,kruskal,amostra_1_vs_amostra_2,True
5,bmi,kruskal,amostra_1_vs_amostra_3,True
5,bmi,kruskal,amostra_2_vs_amostra_3,True
5,systolic_bp,kruskal,amostra_1_vs_amostra_2,True
5,systolic_bp,kruskal,amostra_1_vs_amostra_3,True
5,systolic_bp,kruskal,amostra_2_vs_amostra_3,True
5,cholesterol_total,kruskal,amostra_1_vs_amostra_2,True
5,cholesterol_total,kruskal,amostra_1_vs_amostra_3,True
5,cholesterol_total,kruskal,amostra_2_vs_amostra_3,True
5,mmse,kruskal,amostra_1_vs_amostra_2,True
5,mmse,kruskal,amostra_1_vs_amostra_3,True
5,mmse,kruskal,amostra_2_vs_amostra_3,True
5,adl,kruskal,amostra_1_vs_amostra_2,True
5,adl,kruskal,amostra_1_vs_amostra_3,True
5,adl,kruskal,amostra_2_vs_amostra_3,True
5,age,pearson,amostra_1,"[0, 1, 1, 1, 1, 1]"
5,age,pearson,amostra_2,"[0, 1, 0, 1, 1, 1]"
5,age,pearson,amostra_3,"[0, 1, 1, 1, 1, 0]"
5,bmi,pearson,amostra_1,"[1, 0, 1, 1, 1, 1]"
5,bmi,pearson,amostra_2,"[1, 0, 1, 1, 1, 1]"
5,bmi,pearson,amostra_3,"[1, 0, 1, 1, 1, 1]"
5,systolic_bp,pearson,amostra_1,"[1, 1, 0, 1, 0, 1]"
5,systolic_bp,pearson,amostra_2,"[0, 1, 0, 1, 1, 1]"
5,systolic_bp,pearson,amostra_3,"[1, 1, 0, 1, 1, 1]"
5,cholesterol_total,pearson,amostra_1,"[1, 1, 1, 0, 1, 1]"
5,cholesterol_total,pearson,amostra_2,"[1, 1, 1, 0, 1, 1]"
5,cholesterol_total,pearson,amostra_3,"[1, 1, 1, 0, 1, 0]"
5,mmse,pearson,amostra_1,"[1, 1, 0, 1, 0, 1]"
5,mmse,pearson,amostra_2,"[1, 1, 1, 1, 0, 1]"
5,mmse,pearson,amostra_3,"[1, 1, 1, 1, 0, 1]"
5,adl,pearson,amostra_1,"[1, 1, 1, 1, 1, 0]"
5,adl,pearson,amostra_2,"[1, 1, 1, 1, 1, 0]"
5,adl,pearson,amostra_3,"[0, 1, 1, 0, 1, 0]"
5,age,shapiro,validacao,False
5,bmi,shapiro,validacao,False
5,systolic_bp,shapiro,validacao,False
5,cholesterol_total,shapiro,validacao,False
5,mmse,shapiro,validacao,False
5,adl,shapiro,validacao,False
5,age,kruskal,validacao_vs_amostra_1,True
5,age,kruskal,validacao_vs_amostra_2,True
5,age,kruskal,validacao_vs_amostra_3,True
5,bmi,kruskal,validacao_vs_amostra_1,True
5,bmi,kruskal,validacao_vs_amostra_2,False
5,bmi,kruskal,validacao_vs_amostra_3,False
5,systolic_bp,kruskal,validacao_vs_amostra_1,True
5,systolic_bp,kruskal,validacao_vs_amostra_2,True
5,systolic_bp,kruskal,validacao_vs_amostra_3,True
5,cholesterol_total,kruskal,validacao_vs_amostra_1,True
5,cholesterol_total,kruskal,validacao_vs_amostra_2,True
5,cholesterol_total,kruskal,validacao_vs_amostra_3,True
5,mmse,kruskal,validacao_vs_amostra_1,True
5,mmse,kruskal,validacao_vs_amostra_2,True
5,mmse,kruskal,validacao_vs_amostra_3,True
5,adl,kruskal,validacao_vs_amostra_1,True
5,adl,kruskal,validacao_vs_amostra_2,True
5,adl,kruskal,validacao_vs_amostra_3,True
5,age,pearson,validacao,"[0, 1, 1, 1, 1, 1]"
5,bmi,pearson,validacao,"[1, 0, 1, 1, 1, 1]"
5,systolic_bp,pearson,validacao,"[1, 1, 0, 1, 1, 1]"
5,cholesterol_total,pearson,validacao,"[1, 1, 1, 0, 1, 1]"
5,mmse,pearson,validacao,"[1, 1, 1, 1, 0, 1]"
5,adl,pearson,validacao,"[1, 1, 1, 1, 1, 0]"
6,age,shapiro,amostra_1,False
6,age,shapiro,amostra_2,False
6,age,shapiro,amostra_3,False
6,bmi,shapiro,amostra_1,False
6,bmi,shapiro,amostra_2,False
6,bmi,shapiro,amostra_3,False
6,systolic_bp,shapiro,amostra_1,False
6,systolic_bp,shapiro,amostra_2,False
6,systolic_bp,shapiro,amostra_3,False
6,cholesterol_total,shapiro,amostra_1,False
6,cholesterol_total,shapiro,amostra_2,False
6,cholesterol_total,shapiro,amostra_3,False
6,mmse,shapiro,amostra_1,False
6,mmse,shapiro,amostra_2,False
6,mmse,shapiro,amostra_3,False
6,adl,shapiro,amostra_1,False
6,adl,shapiro,amostra_2,False
6,adl,shapiro,amostra_3,False
6,age,kruskal,amostra_1_vs_amostra_2,True
6,age,kruskal,amostra_1_vs_amostra_3,True
6,age,kruskal,amostra_2_vs_amostra_3,True
6,bmi,kruskal,amostra_1_vs_amostra_2,True
6,bmi,kruskal,amostra_1_vs_amostra_3,True
6,bmi,kruskal,amostra_2_vs_amostra_3,True
6,systolic_bp,kruskal,amostra_1_vs_amostra_2,True
6,systolic_bp,kruskal,amostra_1_vs_amostra_3,True
6,systolic_bp,kruskal,amostra_2_vs_amostra_3,True
6,cholesterol_total,kruskal,amostra_1_vs_amostra_2,True
6,cholesterol_total,kruskal,amostra_1_vs_amostra_3,True
6,cholesterol_total,kruskal,amostra_2_vs_amostra_3,True
6,mmse,kruskal,amostra_1_vs_amostra_2,True
6,mmse,kruskal,amostra_1_vs_amostra_3,True
6,mmse,kruskal,amostra_2_vs_amostra_3,True
6,adl,kruskal,amostra_1_vs_amostra_2,True
6,adl,kruskal,amostra_1_vs_amostra_3,True
6,adl,kruskal,amostra_2_vs_amostra_3,True
6,age,pearson,amostra_1,"[0, 1, 1, 1, 1, 1]"
6,age,pearson,amostra_2,"[0, 1, 1, 1, 1, 1]"
6,age,pearson,amostra_3,"[0, 1, 1, 1, 1, 1]"
6,bmi,pearson,amostra_1,"[1, 0, 1, 1, 1, 1]"
6,bmi,pearson,amostra_2,"[1, 0, 1, 1, 1, 1]"
6,bmi,pearson,amostra_3,"[1, 0, 1, 1, 1, 1]"
6,systolic_bp,pearson,amostra_1,"[1, 1, 0, 1, 1, 1]"
6,systolic_bp,pearson,amostra_2,"[1, 1, 0, 1, 1, 1]"
6,systolic_bp,pearson,amostra_3,"[1, 1, 0, 1, 1, 1]"
6,cholesterol_total,pearson,amostra_1,"[1, 1, 1, 0, 1, 1]"
6,cholesterol_total,pearson,amostra_2,"[1, 1, 1, 0, 1, 1]"
6,cholesterol_total,pearson,amostra_3,"[1, 1, 1, 0, 1, 1]"
6,mmse,pearson,amostra_1,"[1, 1, 1, 1, 0, 1]"
6,mmse,pearson,amostra_2,"[1, 1, 1, 1, 0, 1]"
6,mmse,pearson,amostra_3,"[1, 1, 1, 1, 0, 1]"
6,adl,pearson,amostra_1,"[1, 1, 1, 1, 1, 0]"
6,adl,pearson,amostra_2,"[1, 1, 1, 1, 1, 0]"
6,adl,pearson,amostra_3,"[1, 1, 1, 1, 1, 0]"
6,age,shapiro,validacao,False
6,bmi,shapiro,validacao,False
6,systolic_bp,shapiro,validacao,False
6,cholesterol_total,shapiro,validacao,False
6,mmse,shapiro,validacao,False
6,adl,shapiro,validacao,False
6,age,kruskal,validacao_vs_amostra_1,True
6,age,kruskal,validacao_vs_amostra_2,True
6,age,kruskal,validacao_vs_amostra_3,True
6,bmi,kruskal,validacao_vs_amostra_1,True
6,bmi,kruskal,validacao_vs_amostra_2,True
6,bmi,kruskal,validacao_vs_amostra_3,True
6,systolic_bp,kruskal,validacao_vs_amostra_1,True
6,systolic_bp,kruskal,validacao_vs_amostra_2,True
6,systolic_bp,kruskal,validacao_vs_amostra_3,True
6,cholesterol_total,kruskal,validacao_vs_amostra_1,True
6,cholesterol_total,kruskal,validacao_vs_amostra_2,True
6,cholesterol_total,kruskal,validacao_vs_amostra_3,True
6,mmse,kruskal,validacao_vs_amostra_1,True
6,mmse,kruskal,validacao_vs_amostra_2,True
6,mmse,kruskal,validacao_vs_amostra_3,True
6,adl,kruskal,validacao_vs_amostra_1,True
6,adl,kruskal,validacao_vs_amostra_2,True
6,adl,kruskal,validacao_vs_amostra_3,True
6,age,pearson,validacao,"[0, 1, 1, 1, 1, 0]"
6,bmi,pearson,validacao,"[1, 0, 1, 1, 1, 1]"
