simulacao,coluna,teste,onde,p_valor
1,mmse,kruskal,amostra_2_vs_amostra_3,0.6206139961159476
1,adl,kruskal,amostra_1_vs_amostra_2,0.8372759229095807
1,adl,kruskal,amostra_1_vs_amostra_3,0.16703183957677428
1,adl,kruskal,amostra_2_vs_amostra_3,0.2341578370647228
1,age,pearson,amostra_1,"[None, 0.33442034962432016, 0.8042364136598026, 0.17810210544973415, 0.6284008572134533, 0.9335183995212348]"
1,age,pearson,amostra_2,"[None, 0.10117820904789535, 0.7204618009574557, 0.709635321502605, 0.06748734613189865, 0.38514057639338034]"
1,age,pearson,amostra_3,"[None, 0.5947546620103219, 0.6013672700203139, 0.2885108252901977, 0.25761611724880307, 0.08067028323326403]"
1,bmi,pearson,amostra_1,"[0.33442034962432016, None, 0.5217741350526933, 0.24804942304843414, 0.8864586196275154, 0.6909355519384528]"
1,bmi,pearson,amostra_2,"[0.10117820904789535, None, 0.5232976938592363, 0.48301926704297143, 0.4914243934027707, 0.9269284066918504]"
1,bmi,pearson,amostra_3,"[0.5947546620103219, None, 0.6509795409249578, 0.3339430699002984, 0.27774029478095197, 0.5531537940630401]"
1,systolic_bp,pearson,amostra_1,"[0.8042364136598026, 0.5217741350526933, None, 0.20393964937806644, 0.11453528514671808, 0.23318984533969273]"
1,systolic_bp,pearson,amostra_2,"[0.7204618009574557, 0.5232976938592363, None, 0.9691679508102672, 0.7580829260016225, 0.04138456925308143]"
1,systolic_bp,pearson,amostra_3,"[0.6013672700203139, 0.6509795409249578, None, 0.10611405176768192, 0.9236234014981987, 0.12085067107481251]"
1,cholesterol_total,pearson,amostra_1,"[0.17810210544973415, 0.24804942304843414, 0.20393964937806644, None, 0.159670606520369, 0.4714688437956379]"
1,cholesterol_total,pearson,amostra_2,"[0.709635321502605, 0.48301926704297143, 0.9691679508102672, None, 0.6450406740181447, 0.8717854680006302]"
1,cholesterol_total,pearson,amostra_3,"[0.2885108252901977, 0.3339430699002984, 0.10611405176768192, None, 0.12354753589277163, 0.698568533854217]"
1,mmse,pearson,amostra_1,"[0.6284008572134533, 0.8864586196275154, 0.11453528514671808, 0.159670606520369, None, 0.26862934075218686]"
1,mmse,pearson,amostra_2,"[0.06748734613189865, 0.4914243934027707, 0.7580829260016225, 0.6450406740181447, None, 0.8532435108937317]"
1,mmse,pearson,amostra_3,"[0.25761611724880307, 0.27774029478095197, 0.9236234014981987, 0.12354753589277163, None, 0.793790659649147]"
1,adl,pearson,amostra_1,"[0.9335183995212348, 0.6909355519384528, 0.23318984533969273, 0.4714688437956379, 0.26862934075218686, None]"
1,adl,pearson,amostra_2,"[0.38514057639338034, 0.9269284066918504, 0.04138456925308143, 0.8717854680006302, 0.8532435108937317, None]"
1,adl,pearson,amostra_3,"[0.08067028323326403, 0.5531537940630401, 0.12085067107481251, 0.698568533854217, 0.793790659649147, None]"
1,age,shapiro,validacao,2.834379595178377e-13
1,bmi,shapiro,validacao,1.8219262903906852e-12
1,systolic_bp,shapiro,validacao,3.1600069783088713e-13
1,cholesterol_total,shapiro,validacao,9.890719319949337e-12
1,mmse,shapiro,validacao,6.373918862330463e-14
1,adl,shapiro,validacao,3.9238343883763946e-15
1,age,kruskal,validacao_vs_amostra_1,0.1749177602531553
1,age,kruskal,validacao_vs_amostra_2,0.5810012548213428
1,age,kruskal,validacao_vs_amostra_3,0.004864385767908193
1,bmi,kruskal,validacao_vs_amostra_1,0.47217004178221367
1,bmi,kruskal,validacao_vs_amostra_2,0.9433411528733261
1,bmi,kruskal,validacao_vs_amostra_3,0.7667732063869667
1,systolic_bp,kruskal,validacao_vs_amostra_1,0.24086783049770413
1,systolic_bp,kruskal,validacao_vs_amostra_2,0.2002858982525932
1,systolic_bp,kruskal,validacao_vs_amostra_3,0.20158270463455594
1,cholesterol_total,kruskal,validacao_vs_amostra_1,0.5286042500242583
1,cholesterol_total,kruskal,validacao_vs_amostra_2,0.9476633254645167
1,cholesterol_total,kruskal,validacao_vs_amostra_3,0.6836263506837752
1,mmse,kruskal,validacao_vs_amostra_1,0.1550531934088675
1,mmse,kruskal,validacao_vs_amostra_2,0.18313855669479462
1,mmse,kruskal,validacao_vs_amostra_3,0.0640510353892897
1,adl,kruskal,validacao_vs_amostra_1,0.019794456623390893
1,adl,kruskal,validacao_vs_amostra_2,0.034498518117843595
1,adl,kruskal,validacao_vs_amostra_3,0.35968058247727974
1,age,pearson,validacao,"[None, 0.8276392448768246, 0.08709209135109139, 0.12979548445853675, 0.267341047408754, 0.29984168730449606]"
1,bmi,pearson,validacao,"[0.8276392448768246, None, 0.23977833502258436, 0.7328922428207539, 0.6710960254083043, 0.8430652902489137]"
1,systolic_bp,pearson,validacao,"[0.08709209135109139, 0.23977833502258436, None, 0.49151390740577616, 0.571063587911261, 0.9399799959860624]"
1,cholesterol_total,pearson,validacao,"[0.12979548445853675, 0.7328922428207539, 0.49151390740577616, None, 0.9376396090304927, 0.4482577895718791]"
1,mmse,pearson,validacao,"[0.267341047408754, 0.6710960254083043, 0.571063587911261, 0.9376396090304927, None, 0.36095876993235365]"
1,adl,pearson,validacao,"[0.29984168730449606, 0.8430652902489137, 0.9399799959860624, 0.4482577895718791, 0.36095876993235365, None]"
2,age,shapiro,amostra_1,5.776236693816328e-12
2,age,shapiro,amostra_2,1.7425376419577532e-10
2,age,shapiro,amostra_3,4.827039462584892e-11
2,bmi,shapiro,amostra_1,5.395223330595389e-12
2,bmi,shapiro,amostra_2,9.776338766309678e-11
2,bmi,shapiro,amostra_3,9.354321484078554e-11
2,systolic_bp,shapiro,amostra_1,1.4085267674435187e-10
2,systolic_bp,shapiro,amostra_2,1.070130473124209e-08
2,systolic_bp,shapiro,amostra_3,2.6107322900759122e-11
2,cholesterol_total,shapiro,amostra_1,3.206845899939026e-10
2,cholesterol_total,shapiro,amostra_2,5.832931360139071e-11
2,cholesterol_total,shapiro,amostra_3,2.148917488398183e-09
2,mmse,shapiro,amostra_1,5.6568524170463874e-11
2,mmse,shapiro,amostra_2,4.309464298000304e-13
2,mmse,shapiro,amostra_3,4.4296213919103877e-10
2,adl,shapiro,amostra_1,4.6086204297246525e-11
2,adl,shapiro,amostra_2,1.7810027812346224e-13
2,adl,shapiro,amostra_3,4.664316155533754e-11
2,age,kruskal,amostra_1_vs_amostra_2,0.14071396124320854
2,age,kruskal,amostra_1_vs_amostra_3,0.6871806707687509
2,age,kruskal,amostra_2_vs_amostra_3,0.3056371928917536
2,bmi,kruskal,amostra_1_vs_amostra_2,0.5993957859572197
2,bmi,kruskal,amostra_1_vs_amostra_3,0.0493144300497842
2,bmi,kruskal,amostra_2_vs_amostra_3,0.13055742582637042
2,systolic_bp,kruskal,amostra_1_vs_amostra_2,0.6758903911861718
2,systolic_bp,kruskal,amostra_1_vs_amostra_3,0.4278032882834423
2,systolic_bp,kruskal,amostra_2_vs_amostra_3,0.6031018084810724
2,cholesterol_total,kruskal,amostra_1_vs_amostra_2,0.5627975670623893
2,cholesterol_total,kruskal,amostra_1_vs_amostra_3,0.17372448152460923
2,cholesterol_total,kruskal,amostra_2_vs_amostra_3,0.45128778358052846
2,mmse,kruskal,amostra_1_vs_amostra_2,0.20332007797242785
2,mmse,kruskal,amostra_1_vs_amostra_3,0.5480576177933043
2,mmse,kruskal,amostra_2_vs_amostra_3,0.4424307715156105
2,adl,kruskal,amostra_1_vs_amostra_2,0.738707555414287
2,adl,kruskal,amostra_1_vs_amostra_3,0.6397746146716454
2,adl,kruskal,amostra_2_vs_amostra_3,0.9356237664416133
2,age,pearson,amostra_1,"[None, 0.5057566750940973, 0.1298230565519146, 0.8853606607997777, 0.6724182076587379, 0.27232263246893074]"
2,age,pearson,amostra_2,"[None, 0.3991896995577153, 0.43513748481988324, 0.35231712109933094, 0.3922616156268043, 0.1094588136025323]"
2,age,pearson,amostra_3,"[None, 0.3265129618699777, 0.900637510500519, 0.323094947276949, 0.9620318898053892, 0.22991103608946648]"
2,bmi,pearson,amostra_1,"[0.5057566750940973, None, 0.09666167255930848, 0.36079276497582496, 0.9550737153013421, 0.897756280684048]"
2,bmi,pearson,amostra_2,"[0.3991896995577153, None, 0.21382854403865292, 0.9794035206260694, 0.7243036731128901, 0.9628385707625435]"
2,bmi,pearson,amostra_3,"[0.3265129618699777, None, 0.8876292906821073, 0.33624600922389664, 0.8116326347779993, 0.9254766398631293]"
2,systolic_bp,pearson,amostra_1,"[0.1298230565519146, 0.09666167255930848, None, 0.7955241934256111, 0.8560355496273692, 0.9599283677193267]"
2,systolic_bp,pearson,amostra_2,"[0.43513748481988324, 0.21382854403865292, None, 0.028788605818414467, 0.9230580424848388, 0.31834379263516377]"
2,systolic_bp,pearson,amostra_3,"[0.900637510500519, 0.8876292906821073, None, 0.14537971496451418, 0.3852386435851438, 0.4208198441166899]"
2,cholesterol_total,pearson,amostra_1,"[0.8853606607997777, 0.36079276497582496, 0.7955241934256111, None, 0.8045130670713786, 0.7339466720042547]"
2,cholesterol_total,pearson,amostra_2,"[0.35231712109933094, 0.9794035206260694, 0.028788605818414467, None, 0.41948701481417167, 0.09545121581026433]"
2,cholesterol_total,pearson,amostra_3,"[0.323094947276949, 0.33624600922389664, 0.14537971496451418, None, 0.7467430805056104, 0.27046965337957446]"
2,mmse,pearson,amostra_1,"[0.6724182076587379, 0.9550737153013421, 0.8560355496273692, 0.8045130670713786, None, 0.43348920087252535]"
2,mmse,pearson,amostra_2,"[0.3922616156268043, 0.7243036731128901, 0.9230580424848388, 0.41948701481417167, None, 0.640551078928663]"
2,mmse,pearson,amostra_3,"[0.9620318898053892, 0.8116326347779993, 0.3852386435851438, 0.7467430805056104, None, 0.985125483642422]"
2,adl,pearson,amostra_1,"[0.27232263246893074, 0.897756280684048, 0.9599283677193267, 0.7339466720042547, 0.43348920087252535, None]"
2,adl,pearson,amostra_2,"[0.1094588136025323, 0.9628385707625435, 0.31834379263516377, 0.09545121581026433, 0.640551078928663, None]"
2,adl,pearson,amostra_3,"[0.22991103608946648, 0.9254766398631293, 0.4208198441166899, 0.27046965337957446, 0.985125483642422, None]"
2,age,shapiro,validacao,7.443313543645247e-14
2,bmi,shapiro,validacao,7.729628298102503e-14
2,systolic_bp,shapiro,validacao,2.7801694865541016e-13
2,cholesterol_total,shapiro,validacao,1.3995058584237441e-11
2,mmse,shapiro,validacao,3.8290619047871843e-13
2,adl,shapiro,validacao,8.385223938811581e-13
2,age,kruskal,validacao_vs_amostra_1,0.02741137972981749
2,age,kruskal,validacao_vs_amostra_2,0.4815888098283869
2,age,kruskal,validacao_vs_amostra_3,0.06990628856615182
2,bmi,kruskal,validacao_vs_amostra_1,0.031168171506271453
2,bmi,kruskal,validacao_vs_amostra_2,0.10111255772294962
2,bmi,kruskal,validacao_vs_amostra_3,0.9946620426839247
2,systolic_bp,kruskal,validacao_vs_amostra_1,0.19137225318552994
2,systolic_bp,kruskal,validacao_vs_amostra_2,0.31932334030046194
2,systolic_bp,kruskal,validacao_vs_amostra_3,0.7257913199303605
2,cholesterol_total,kruskal,validacao_vs_amostra_1,0.6485299429402156
2,cholesterol_total,kruskal,validacao_vs_amostra_2,0.28613056526105995
2,cholesterol_total,kruskal,validacao_vs_amostra_3,0.04585978768345922
2,mmse,kruskal,validacao_vs_amostra_1,0.15995283381811115
2,mmse,kruskal,validacao_vs_amostra_2,0.9123707262456855
2,mmse,kruskal,validacao_vs_amostra_3,0.4428244983819257
2,adl,kruskal,validacao_vs_amostra_1,0.12370135733981338
2,adl,kruskal,validacao_vs_amostra_2,0.28473128996921665
2,adl,kruskal,validacao_vs_amostra_3,0.29812179785277493
2,age,pearson,validacao,"[None, 0.5688083791341138, 0.3531046497081354, 0.8546404675290543, 0.5470218281154479, 0.24539915705895318]"
2,bmi,pearson,validacao,"[0.5688083791341138, None, 0.7251503123341477, 0.41440206050111444, 0.5421410480035845, 0.5232081699905334]"
2,systolic_bp,pearson,validacao,"[0.3531046497081354, 0.7251503123341477, None, 0.734677704449233, 0.34580270932067686, 0.39346004829744546]"
2,cholesterol_total,pearson,validacao,"[0.8546404675290543, 0.41440206050111444, 0.734677704449233, None, 0.3064730318263046, 0.2796260692772687]"
2,mmse,pearson,validacao,"[0.5470218281154479, 0.5421410480035845, 0.34580270932067686, 0.3064730318263046, None, 0.4637462522340853]"
2,adl,pearson,validacao,"[0.24539915705895318, 0.5232081699905334, 0.39346004829744546, 0.2796260692772687, 0.4637462522340853, None]"
3,age,shapiro,amostra_1,4.0379560806158565e-10
3,age,shapiro,amostra_2,2.5785484858431573e-11
3,age,shapiro,amostra_3,3.386611269196038e-10
3,bmi,shapiro,amostra_1,2.3214740893506836e-11
3,bmi,shapiro,amostra_2,1.9728504940808023e-10
3,bmi,shapiro,amostra_3,3.147774055300978e-11
3,systolic_bp,shapiro,amostra_1,4.51837352255513e-11
3,systolic_bp,shapiro,amostra_2,3.97557403664095e-10
3,systolic_bp,shapiro,amostra_3,1.9663704258626735e-12
3,cholesterol_total,shapiro,amostra_1,3.5565392852987543e-09
3,cholesterol_total,shapiro,amostra_2,1.9673749296345022e-09
3,cholesterol_total,shapiro,amostra_3,1.2629312040601803e-09
3,mmse,shapiro,amostra_1,1.8726286146741877e-11
3,mmse,shapiro,amostra_2,5.5376338931045765e-11
3,mmse,shapiro,amostra_3,3.985320684574134e-10
3,adl,shapiro,amostra_1,1.5564017089020332e-11
3,adl,shapiro,amostra_2,1.9360481967600762e-11
3,adl,shapiro,amostra_3,7.743987200624358e-13
3,age,kruskal,amostra_1_vs_amostra_2,0.7648579875329747
3,age,kruskal,amostra_1_vs_amostra_3,0.6229407223964661
3,age,kruskal,amostra_2_vs_amostra_3,0.42090122365299876
3,bmi,kruskal,amostra_1_vs_amostra_2,0.3231938370428686
3,bmi,kruskal,amostra_1_vs_amostra_3,0.9565814200906799
3,bmi,kruskal,amostra_2_vs_amostra_3,0.31939018470214814
3,systolic_bp,kruskal,amostra_1_vs_amostra_2,0.26204441155513475
3,systolic_bp,kruskal,amostra_1_vs_amostra_3,0.2966680913050612
3,systolic_bp,kruskal,amostra_2_vs_amostra_3,0.9296224325133335
3,cholesterol_total,kruskal,amostra_1_vs_amostra_2,0.5931922090430167
3,cholesterol_total,kruskal,amostra_1_vs_amostra_3,0.39909252077374635
3,cholesterol_total,kruskal,amostra_2_vs_amostra_3,0.16636555612739717
3,mmse,kruskal,amostra_1_vs_amostra_2,0.6771307678076903
3,mmse,kruskal,amostra_1_vs_amostra_3,0.8061611063352461
3,mmse,kruskal,amostra_2_vs_amostra_3,0.8396729175084144
3,adl,kruskal,amostra_1_vs_amostra_2,0.7518626923438644
3,adl,kruskal,amostra_1_vs_amostra_3,0.8557902095132834
3,adl,kruskal,amostra_2_vs_amostra_3,0.6218775605484106
3,age,pearson,amostra_1,"[None, 0.9936624557899695, 0.5395834680608697, 0.7942750838477457, 0.14388523808597703, 0.9453154254477522]"
3,age,pearson,amostra_2,"[None, 0.9111151699802762, 0.9279614599370929, 0.2798791140168976, 0.8648167376086621, 0.4856876354951854]"
3,age,pearson,amostra_3,"[None, 0.8003336518107683, 0.6521877275204863, 0.8527898190878832, 0.22286866699251634, 0.6561211289508662]"
3,bmi,pearson,amostra_1,"[0.9936624557899695, None, 0.4944789439877885, 0.7493476548744308, 0.20619423031812445, 0.13803139944284054]"
3,bmi,pearson,amostra_2,"[0.9111151699802762, None, 0.09242536567758809, 0.7877231220794194, 0.5639425229194844, 0.1642248193176193]"
3,bmi,pearson,amostra_3,"[0.8003336518107683, None, 0.6485912346471925, 0.8814993500266431, 0.04232085489163538, 0.45413323852444076]"
3,systolic_bp,pearson,amostra_1,"[0.5395834680608697, 0.4944789439877885, None, 0.9333202659665711, 0.9058518490871384, 0.9300185698912926]"
3,systolic_bp,pearson,amostra_2,"[0.9279614599370929, 0.09242536567758809, None, 0.48246651016405795, 0.1326310103535349, 0.6317566669226852]"
3,systolic_bp,pearson,amostra_3,"[0.6521877275204863, 0.6485912346471925, None, 0.941701129858214, 0.6908803487626104, 0.32452316719288304]"
3,cholesterol_total,pearson,amostra_1,"[0.7942750838477457, 0.7493476548744308, 0.9333202659665711, None, 0.5099563671091798, 0.017670013954251426]"
3,cholesterol_total,pearson,amostra_2,"[0.2798791140168976, 0.7877231220794194, 0.48246651016405795, None, 0.36866456302836675, 0.9267555574144795]"
3,cholesterol_total,pearson,amostra_3,"[0.8527898190878832, 0.8814993500266431, 0.941701129858214, None, 0.7295146517700812, 0.34571857949422036]"
3,mmse,pearson,amostra_1,"[0.14388523808597703, 0.20619423031812445, 0.9058518490871384, 0.5099563671091798, None, 0.27433144307749363]"
3,mmse,pearson,amostra_2,"[0.8648167376086621, 0.5639425229194844, 0.1326310103535349, 0.36866456302836675, None, 0.023428442676071384]"
3,mmse,pearson,amostra_3,"[0.22286866699251634, 0.04232085489163538, 0.6908803487626104, 0.7295146517700812, None, 0.7490264866624173]"
3,adl,pearson,amostra_1,"[0.9453154254477522, 0.13803139944284054, 0.9300185698912926, 0.017670013954251426, 0.27433144307749363, None]"
3,adl,pearson,amostra_2,"[0.4856876354951854, 0.1642248193176193, 0.6317566669226852, 0.9267555574144795, 0.023428442676071384, None]"
3,adl,pearson,amostra_3,"[0.6561211289508662, 0.45413323852444076, 0.32452316719288304, 0.34571857949422036, 0.7490264866624173, None]"
3,age,shapiro,validacao,3.976162050978692e-14
3,bmi,shapiro,validacao,3.195964543359353e-12
3,systolic_bp,shapiro,validacao,2.3439247504725147e-13
3,cholesterol_total,shapiro,validacao,4.495230956132884e-14
3,mmse,shapiro,validacao,1.9118403691772978e-13
3,adl,shapiro,validacao,1.0732493588511485e-14
3,age,kruskal,validacao_vs_amostra_1,0.6405547598709791
3,age,kruskal,validacao_vs_amostra_2,0.38972387310214796
3,age,kruskal,validacao_vs_amostra_3,0.9674991554736776
3,bmi,kruskal,validacao_vs_amostra_1,0.6110668468521914
3,bmi,kruskal,validacao_vs_amostra_2,0.5607967588223084
3,bmi,kruskal,validacao_vs_amostra_3,0.5979427230128643
3,systolic_bp,kruskal,validacao_vs_amostra_1,0.2181077534971479
3,systolic_bp,kruskal,validacao_vs_amostra_2,0.9528329571625007
3,systolic_bp,kruskal,validacao_vs_amostra_3,0.9408675899883627
3,cholesterol_total,kruskal,validacao_vs_amostra_1,0.8844409385003985
3,cholesterol_total,kruskal,validacao_vs_amostra_2,0.46349208286382637
3,cholesterol_total,kruskal,validacao_vs_amostra_3,0.4736050736374281
3,mmse,kruskal,validacao_vs_amostra_1,0.4670475693198507
3,mmse,kruskal,validacao_vs_amostra_2,0.7517156229899692
3,mmse,kruskal,validacao_vs_amostra_3,0.5759175330092058
3,adl,kruskal,validacao_vs_amostra_1,0.5994245758999168
3,adl,kruskal,validacao_vs_amostra_2,0.3806993458721091
3,adl,kruskal,validacao_vs_amostra_3,0.794305830269182
3,age,pearson,validacao,"[None, 0.5537468034818319, 0.8940186847622669, 0.9279907748099867, 0.8972747592779915, 0.6411503891160399]"
3,bmi,pearson,validacao,"[0.5537468034818319, None, 0.5627929436881229, 0.6478977003810267, 0.9124122594841461, 0.28716501333217265]"
3,systolic_bp,pearson,validacao,"[0.8940186847622669, 0.5627929436881229, None, 0.9678501207217852, 0.8430405484018803, 0.7654167868409603]"
3,cholesterol_total,pearson,validacao,"[0.9279907748099867, 0.6478977003810267, 0.9678501207217852, None, 0.6263213722748494, 0.04314578057730046]"
3,mmse,pearson,validacao,"[0.8972747592779915, 0.9124122594841461, 0.8430405484018803, 0.6263213722748494, None, 0.1193387006352213]"
3,adl,pearson,validacao,"[0.6411503891160399, 0.28716501333217265, 0.7654167868409603, 0.04314578057730046, 0.1193387006352213, None]"
4,age,shapiro,amostra_1,7.696797366119057e-11
4,age,shapiro,amostra_2,5.308467641157444e-12
4,age,shapiro,amostra_3,6.621386078320413e-11
4,bmi,shapiro,amostra_1,2.3048617181498088e-10
4,bmi,shapiro,amostra_2,6.292059928636462e-11
4,bmi,shapiro,amostra_3,1.0488912516315452e-10
4,systolic_bp,shapiro,amostra_1,3.8158623483219856e-10
4,systolic_bp,shapiro,amostra_2,9.424626357112942e-11
4,systolic_bp,shapiro,amostra_3,6.28063781538124e-11
4,cholesterol_total,shapiro,amostra_1,5.851598094963606e-10
4,cholesterol_total,shapiro,amostra_2,7.965900161721606e-11
4,cholesterol_total,shapiro,amostra_3,1.5051591084613847e-09
4,mmse,shapiro,amostra_1,1.5922280161007052e-10
4,mmse,shapiro,amostra_2,3.0577148452115566e-11
4,mmse,shapiro,amostra_3,8.67577971269684e-12
4,adl,shapiro,amostra_1,1.7110601130410075e-11
4,adl,shapiro,amostra_2,2.3979553152170263e-12
4,adl,shapiro,amostra_3,1.4151981453033868e-12
4,age,kruskal,amostra_1_vs_amostra_2,0.7653453700211259
4,age,kruskal,amostra_1_vs_amostra_3,0.8485887037222157
4,age,kruskal,amostra_2_vs_amostra_3,0.5820526876961578
4,bmi,kruskal,amostra_1_vs_amostra_2,0.372016388764115
4,bmi,kruskal,amostra_1_vs_amostra_3,0.8155749178272951
4,bmi,kruskal,amostra_2_vs_amostra_3,0.2570113675113209
4,systolic_bp,kruskal,amostra_1_vs_amostra_2,0.6193252935105114
4,systolic_bp,kruskal,amostra_1_vs_amostra_3,0.9018378886408729
4,systolic_bp,kruskal,amostra_2_vs_amostra_3,0.559579100677058
4,cholesterol_total,kruskal,amostra_1_vs_amostra_2,0.6177300504453185
4,cholesterol_total,kruskal,amostra_1_vs_amostra_3,0.08634775981010967
4,cholesterol_total,kruskal,amostra_2_vs_amostra_3,0.24685530280454004
4,mmse,kruskal,amostra_1_vs_amostra_2,0.1667572530722445
4,mmse,kruskal,amostra_1_vs_amostra_3,0.9275976261594723
4,mmse,kruskal,amostra_2_vs_amostra_3,0.15294129917508498
4,adl,kruskal,amostra_1_vs_amostra_2,0.7735885178641629
4,adl,kruskal,amostra_1_vs_amostra_3,0.5932806312921982
4,adl,kruskal,amostra_2_vs_amostra_3,0.8348804234211534
4,age,pearson,amostra_1,"[None, 0.6303846935593214, 0.45641646249203444, 0.48363921917947295, 0.9133136842995991, 0.4927639089576516]"
4,age,pearson,amostra_2,"[None, 0.38136359317245305, 0.3882175617926865, 0.672030657398778, 0.30817129077617483, 0.8806354454927507]"
4,age,pearson,amostra_3,"[None, 0.8955760323139119, 0.377953344086224, 0.5461993614933431, 0.7495711312241805, 0.8788277656225792]"
4,bmi,pearson,amostra_1,"[0.6303846935593214, None, 0.7608123003106927, 0.6290179648524608, 0.7302400231676272, 0.839332245246257]"
4,bmi,pearson,amostra_2,"[0.38136359317245305, None, 0.9012258804141245, 0.24241745114912203, 0.06697105295296071, 0.10984049278804496]"
4,bmi,pearson,amostra_3,"[0.8955760323139119, None, 0.14142726687961982, 0.11552747046767337, 0.6269610469916146, 0.8065641558053587]"
4,systolic_bp,pearson,amostra_1,"[0.45641646249203444, 0.7608123003106927, None, 0.13285188780773247, 0.7649106796803405, 0.24574848709902525]"
4,systolic_bp,pearson,amostra_2,"[0.3882175617926865, 0.9012258804141245, None, 0.8004621178080343, 0.5329656012931391, 0.09974345642412248]"
4,systolic_bp,pearson,amostra_3,"[0.377953344086224, 0.14142726687961982, None, 0.42292615720536453, 0.3382409545663864, 0.8434036065056281]"
4,cholesterol_total,pearson,amostra_1,"[0.48363921917947295, 0.6290179648524608, 0.13285188780773247, None, 0.29654311649066084, 0.874545040541684]"
4,cholesterol_total,pearson,amostra_2,"[0.672030657398778, 0.24241745114912203, 0.8004621178080343, None, 0.13431379174263072, 0.9789917090371041]"
4,cholesterol_total,pearson,amostra_3,"[0.5461993614933431, 0.11552747046767337, 0.42292615720536453, None, 0.3306065973683314, 0.07650152007549976]"
4,mmse,pearson,amostra_1,"[0.9133136842995991, 0.7302400231676272, 0.7649106796803405, 0.29654311649066084, None, 0.2703046361752203]"
4,mmse,pearson,amostra_2,"[0.30817129077617483, 0.06697105295296071, 0.5329656012931391, 0.13431379174263072, None, 0.7208269792518539]"
4,mmse,pearson,amostra_3,"[0.7495711312241805, 0.6269610469916146, 0.3382409545663864, 0.3306065973683314, None, 0.2968309112809548]"
4,adl,pearson,amostra_1,"[0.4927639089576516, 0.839332245246257, 0.24574848709902525, 0.874545040541684, 0.2703046361752203, None]"
4,adl,pearson,amostra_2,"[0.8806354454927507, 0.10984049278804496, 0.09974345642412248, 0.9789917090371041, 0.7208269792518539, None]"
4,adl,pearson,amostra_3,"[0.8788277656225792, 0.8065641558053587, 0.8434036065056281, 0.07650152007549976, 0.2968309112809548, None]"
4,age,shapiro,validacao,2.954994376361958e-13
4,bmi,shapiro,validacao,6.3173849831899e-12
4,systolic_bp,shapiro,validacao,1.5876421000354107e-13
4,cholesterol_total,shapiro,validacao,4.852873203113617e-13
4,mmse,shapiro,validacao,4.1125580724091573e-14
4,adl,shapiro,validacao,3.5948970037759376e-13
4,age,kruskal,validacao_vs_amostra_1,0.4761733103610718
4,age,kruskal,validacao_vs_amostra_2,0.2949337020233488
4,age,kruskal,validacao_vs_amostra_3,0.6072644066194139
4,bmi,kruskal,validacao_vs_amostra_1,0.8284391141314358
4,bmi,kruskal,validacao_vs_amostra_2,0.4042019232431079
4,bmi,kruskal,validacao_vs_amostra_3,0.6608495461728632
4,systolic_bp,kruskal,validacao_vs_amostra_1,0.36316176464599026
4,systolic_bp,kruskal,validacao_vs_amostra_2,0.15779895679582814
4,systolic_bp,kruskal,validacao_vs_amostra_3,0.4420395776742392
4,cholesterol_total,kruskal,validacao_vs_amostra_1,0.19428963936695187
4,cholesterol_total,kruskal,validacao_vs_amostra_2,0.4512838942300499
4,cholesterol_total,kruskal,validacao_vs_amostra_3,0.6403234863232367
